Configuration,time,num_colors,min_conflict,conflicts,best
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 30.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.061678171157836914,7,0,"[[0, 41], [50, 31], [100, 23], [150, 20], [200, 31], [250, 22], [300, 28], [350, 35], [400, 34], [450, 36], [500, 35], [550, 33], [600, 35], [650, 29], [700, 25], [750, 36], [800, 30], [850, 37], [900, 35], [950, 33], [1000, 39], [1050, 36], [1100, 35], [1150, 32], [1200, 30], [1250, 37], [1300, 42], [1350, 30], [1400, 34], [1450, 34], [1500, 39], [1550, 39], [1600, 30], [1650, 31], [1700, 34], [1750, 23], [1800, 22], [1850, 36], [1900, 28], [1950, 29], [2000, 37], [2050, 31], [2100, 21], [2150, 23], [2200, 24], [2250, 20], [2300, 24], [2350, 25], [2400, 36], [2450, 29], [2500, 20], [2550, 29], [2600, 23], [2650, 35], [2700, 32], [2750, 34], [2800, 23], [2850, 23], [2900, 28], [2950, 21], [3000, 29], [3050, 26], [3100, 35], [3150, 30], [3200, 21], [3250, 20], [3300, 20], [3350, 14], [3400, 19], [3450, 25], [3500, 21], [3550, 23], [3600, 12], [3650, 13], [3700, 18], [3750, 18], [3800, 21], [3850, 19], [3900, 22], [3950, 16], [4000, 31], [4050, 29], [4100, 16], [4150, 16], [4200, 13], [4250, 13], [4300, 7], [4350, 8], [4400, 8], [4450, 16], [4500, 16], [4550, 14], [4600, 14], [4650, 12], [4700, 8], [4750, 16], [4800, 14], [4850, 8], [4900, 10], [4950, 13], [5000, 10], [5050, 13], [5100, 12], [5150, 14], [5200, 10], [5250, 6], [5300, 8], [5350, 8], [5400, 6], [5450, 3], [5500, 4], [5550, 7], [5600, 7], [5650, 9], [5700, 3], [5750, 3], [5800, 3], [5850, 3], [5900, 4], [5950, 6], [6000, 3], [6050, 2]]","[5, 2, 3, 3, 5, 6, 2, 6, 2, 6, 5, 0, 2, 3, 0, 1, 1, 1, 1, 2, 1, 3, 5, 4, 4, 4, 4, 4, 4, 6, 4, 6, 4, 0, 0, 4, 1, 1, 0, 1, 6, 3, 6, 0, 0, 6, 5]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 30.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.0934000015258789,7,0,"[[0, 29], [50, 25], [100, 34], [150, 28], [200, 29], [250, 34], [300, 27], [350, 35], [400, 32], [450, 36], [500, 32], [550, 38], [600, 37], [650, 39], [700, 33], [750, 30], [800, 26], [850, 30], [900, 29], [950, 26], [1000, 39], [1050, 33], [1100, 28], [1150, 35], [1200, 33], [1250, 25], [1300, 28], [1350, 35], [1400, 36], [1450, 37], [1500, 33], [1550, 43], [1600, 34], [1650, 34], [1700, 39], [1750, 38], [1800, 33], [1850, 44], [1900, 39], [1950, 27], [2000, 31], [2050, 25], [2100, 30], [2150, 40], [2200, 30], [2250, 32], [2300, 32], [2350, 25], [2400, 28], [2450, 23], [2500, 30], [2550, 24], [2600, 33], [2650, 28], [2700, 34], [2750, 26], [2800, 22], [2850, 23], [2900, 26], [2950, 35], [3000, 32], [3050, 36], [3100, 34], [3150, 25], [3200, 23], [3250, 19], [3300, 27], [3350, 19], [3400, 27], [3450, 24], [3500, 24], [3550, 21], [3600, 21], [3650, 27], [3700, 31], [3750, 28], [3800, 26], [3850, 23], [3900, 23], [3950, 26], [4000, 29], [4050, 30], [4100, 24], [4150, 22], [4200, 32], [4250, 25], [4300, 22], [4350, 21], [4400, 30], [4450, 20], [4500, 11], [4550, 12], [4600, 30], [4650, 23], [4700, 30], [4750, 23], [4800, 27], [4850, 30], [4900, 29], [4950, 27], [5000, 32], [5050, 23], [5100, 19], [5150, 28], [5200, 23], [5250, 20], [5300, 16], [5350, 20], [5400, 12], [5450, 16], [5500, 11], [5550, 24], [5600, 18], [5650, 13], [5700, 29], [5750, 24], [5800, 27], [5850, 27], [5900, 21], [5950, 25], [6000, 21], [6050, 18], [6100, 21], [6150, 13], [6200, 17], [6250, 10], [6300, 15], [6350, 13], [6400, 17], [6450, 12], [6500, 8], [6550, 15], [6600, 16], [6650, 17], [6700, 12], [6750, 18], [6800, 16], [6850, 11], [6900, 11], [6950, 15], [7000, 12], [7050, 8], [7100, 13], [7150, 9], [7200, 9], [7250, 11], [7300, 8], [7350, 8], [7400, 10], [7450, 9], [7500, 15], [7550, 13], [7600, 13], [7650, 11], [7700, 12], [7750, 11], [7800, 10], [7850, 6], [7900, 3], [7950, 3], [8000, 4], [8050, 3], [8100, 6], [8150, 4], [8200, 1], [8250, 2], [8300, 1], [8350, 3], [8400, 7], [8450, 3], [8500, 5], [8550, 4], [8600, 5], [8650, 5], [8700, 5], [8750, 4], [8800, 3], [8850, 1], [8900, 3], [8950, 2], [9000, 1]]","[4, 2, 5, 5, 3, 4, 1, 5, 6, 0, 2, 0, 1, 5, 5, 2, 0, 0, 6, 0, 1, 2, 3, 4, 3, 4, 6, 3, 0, 3, 0, 1, 0, 3, 0, 6, 4, 6, 4, 0, 1, 1, 6, 0, 2, 3, 5]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 30.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.08179712295532227,7,0,"[[0, 29], [50, 34], [100, 33], [150, 32], [200, 25], [250, 30], [300, 30], [350, 32], [400, 23], [450, 37], [500, 26], [550, 41], [600, 38], [650, 27], [700, 40], [750, 31], [800, 44], [850, 34], [900, 29], [950, 39], [1000, 35], [1050, 36], [1100, 29], [1150, 33], [1200, 35], [1250, 22], [1300, 26], [1350, 29], [1400, 29], [1450, 38], [1500, 30], [1550, 35], [1600, 27], [1650, 30], [1700, 31], [1750, 27], [1800, 25], [1850, 28], [1900, 32], [1950, 33], [2000, 23], [2050, 27], [2100, 29], [2150, 23], [2200, 41], [2250, 36], [2300, 26], [2350, 26], [2400, 37], [2450, 31], [2500, 27], [2550, 39], [2600, 46], [2650, 33], [2700, 39], [2750, 22], [2800, 35], [2850, 29], [2900, 32], [2950, 26], [3000, 33], [3050, 26], [3100, 34], [3150, 30], [3200, 34], [3250, 28], [3300, 26], [3350, 22], [3400, 26], [3450, 28], [3500, 37], [3550, 29], [3600, 27], [3650, 31], [3700, 21], [3750, 21], [3800, 29], [3850, 21], [3900, 24], [3950, 24], [4000, 37], [4050, 29], [4100, 40], [4150, 33], [4200, 33], [4250, 31], [4300, 44], [4350, 27], [4400, 20], [4450, 27], [4500, 33], [4550, 31], [4600, 29], [4650, 31], [4700, 28], [4750, 23], [4800, 20], [4850, 29], [4900, 32], [4950, 27], [5000, 24], [5050, 17], [5100, 25], [5150, 19], [5200, 17], [5250, 25], [5300, 17], [5350, 19], [5400, 19], [5450, 14], [5500, 7], [5550, 11], [5600, 16], [5650, 17], [5700, 12], [5750, 18], [5800, 25], [5850, 12], [5900, 19], [5950, 12], [6000, 21], [6050, 15], [6100, 16], [6150, 20], [6200, 17], [6250, 18], [6300, 20], [6350, 20], [6400, 16], [6450, 12], [6500, 10], [6550, 9], [6600, 16], [6650, 10], [6700, 13], [6750, 10], [6800, 13], [6850, 10], [6900, 10], [6950, 9], [7000, 14], [7050, 14], [7100, 10], [7150, 8], [7200, 6], [7250, 8], [7300, 5], [7350, 5], [7400, 9], [7450, 18], [7500, 14], [7550, 12], [7600, 14], [7650, 10], [7700, 11], [7750, 5], [7800, 7], [7850, 6], [7900, 3], [7950, 1]]","[3, 5, 0, 0, 3, 6, 5, 6, 5, 2, 0, 6, 1, 6, 1, 3, 1, 1, 6, 1, 4, 0, 2, 3, 5, 6, 0, 4, 4, 4, 4, 4, 3, 0, 4, 4, 4, 5, 4, 6, 4, 4, 6, 4, 4, 5, 1]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 30.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.08752202987670898,7,0,"[[0, 33], [50, 40], [100, 33], [150, 41], [200, 29], [250, 36], [300, 39], [350, 22], [400, 35], [450, 32], [500, 33], [550, 30], [600, 42], [650, 50], [700, 29], [750, 34], [800, 29], [850, 33], [900, 24], [950, 32], [1000, 31], [1050, 40], [1100, 28], [1150, 23], [1200, 24], [1250, 34], [1300, 38], [1350, 34], [1400, 34], [1450, 39], [1500, 37], [1550, 31], [1600, 34], [1650, 23], [1700, 30], [1750, 39], [1800, 34], [1850, 42], [1900, 36], [1950, 28], [2000, 30], [2050, 27], [2100, 32], [2150, 20], [2200, 25], [2250, 26], [2300, 26], [2350, 36], [2400, 31], [2450, 35], [2500, 33], [2550, 26], [2600, 30], [2650, 35], [2700, 30], [2750, 36], [2800, 35], [2850, 38], [2900, 33], [2950, 37], [3000, 24], [3050, 24], [3100, 34], [3150, 31], [3200, 31], [3250, 30], [3300, 27], [3350, 24], [3400, 29], [3450, 19], [3500, 31], [3550, 21], [3600, 37], [3650, 20], [3700, 31], [3750, 24], [3800, 26], [3850, 20], [3900, 30], [3950, 34], [4000, 33], [4050, 29], [4100, 25], [4150, 28], [4200, 33], [4250, 21], [4300, 31], [4350, 25], [4400, 31], [4450, 28], [4500, 28], [4550, 23], [4600, 29], [4650, 25], [4700, 22], [4750, 15], [4800, 26], [4850, 22], [4900, 21], [4950, 23], [5000, 20], [5050, 27], [5100, 29], [5150, 30], [5200, 25], [5250, 40], [5300, 26], [5350, 21], [5400, 11], [5450, 20], [5500, 24], [5550, 20], [5600, 18], [5650, 23], [5700, 21], [5750, 23], [5800, 19], [5850, 21], [5900, 18], [5950, 17], [6000, 18], [6050, 22], [6100, 16], [6150, 12], [6200, 12], [6250, 18], [6300, 26], [6350, 26], [6400, 26], [6450, 20], [6500, 11], [6550, 14], [6600, 13], [6650, 8], [6700, 12], [6750, 10], [6800, 7], [6850, 8], [6900, 4], [6950, 11], [7000, 5], [7050, 10], [7100, 13], [7150, 6], [7200, 8], [7250, 11], [7300, 5], [7350, 3], [7400, 3], [7450, 3], [7500, 5], [7550, 4], [7600, 7], [7650, 8], [7700, 5], [7750, 4], [7800, 3], [7850, 1], [7900, 3], [7950, 3], [8000, 5], [8050, 4], [8100, 5], [8150, 6], [8200, 1], [8250, 5], [8300, 4], [8350, 7], [8400, 5], [8450, 5], [8500, 6], [8550, 4], [8600, 4], [8650, 3]]","[4, 3, 0, 0, 4, 1, 1, 2, 0, 6, 5, 4, 6, 0, 0, 6, 6, 6, 0, 1, 3, 4, 5, 2, 5, 0, 5, 3, 2, 3, 0, 0, 6, 4, 4, 6, 2, 0, 4, 6, 2, 6, 3, 3, 3, 5, 1]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.053061723709106445,7,0,"[[0, 34], [50, 38], [100, 42], [150, 35], [200, 38], [250, 35], [300, 32], [350, 30], [400, 32], [450, 40], [500, 36], [550, 41], [600, 38], [650, 32], [700, 28], [750, 30], [800, 41], [850, 35], [900, 30], [950, 33], [1000, 33], [1050, 24], [1100, 34], [1150, 38], [1200, 35], [1250, 32], [1300, 22], [1350, 32], [1400, 28], [1450, 35], [1500, 34], [1550, 41], [1600, 30], [1650, 27], [1700, 24], [1750, 29], [1800, 28], [1850, 37], [1900, 34], [1950, 26], [2000, 27], [2050, 28], [2100, 36], [2150, 24], [2200, 24], [2250, 27], [2300, 32], [2350, 39], [2400, 27], [2450, 37], [2500, 31], [2550, 30], [2600, 22], [2650, 24], [2700, 27], [2750, 23], [2800, 32], [2850, 22], [2900, 20], [2950, 22], [3000, 14], [3050, 12], [3100, 18], [3150, 17], [3200, 8], [3250, 16], [3300, 14], [3350, 19], [3400, 19], [3450, 15], [3500, 15], [3550, 12], [3600, 8], [3650, 10], [3700, 17], [3750, 13], [3800, 16], [3850, 16], [3900, 13], [3950, 8], [4000, 9], [4050, 10], [4100, 9], [4150, 6], [4200, 5], [4250, 6], [4300, 9], [4350, 7], [4400, 9], [4450, 5], [4500, 6], [4550, 2], [4600, 2], [4650, 2], [4700, 1], [4750, 1], [4800, 1], [4850, 2], [4900, 2], [4950, 1], [5000, 1], [5050, 1], [5100, 2], [5150, 1], [5200, 1]]","[1, 2, 6, 6, 1, 0, 0, 5, 0, 0, 6, 3, 2, 3, 2, 2, 5, 0, 0, 2, 0, 4, 6, 5, 4, 6, 4, 4, 5, 5, 5, 5, 5, 1, 4, 3, 5, 3, 3, 4, 5, 3, 4, 1, 4, 1, 0]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.04957079887390137,7,0,"[[0, 30], [50, 22], [100, 34], [150, 40], [200, 26], [250, 39], [300, 29], [350, 30], [400, 26], [450, 34], [500, 32], [550, 40], [600, 34], [650, 35], [700, 31], [750, 30], [800, 25], [850, 30], [900, 27], [950, 31], [1000, 30], [1050, 30], [1100, 29], [1150, 27], [1200, 24], [1250, 31], [1300, 30], [1350, 34], [1400, 34], [1450, 26], [1500, 35], [1550, 26], [1600, 29], [1650, 35], [1700, 33], [1750, 30], [1800, 34], [1850, 27], [1900, 33], [1950, 28], [2000, 25], [2050, 24], [2100, 25], [2150, 28], [2200, 32], [2250, 33], [2300, 16], [2350, 33], [2400, 33], [2450, 25], [2500, 25], [2550, 27], [2600, 25], [2650, 18], [2700, 24], [2750, 24], [2800, 18], [2850, 30], [2900, 22], [2950, 26], [3000, 28], [3050, 21], [3100, 23], [3150, 18], [3200, 21], [3250, 22], [3300, 14], [3350, 19], [3400, 23], [3450, 17], [3500, 18], [3550, 17], [3600, 16], [3650, 15], [3700, 15], [3750, 11], [3800, 8], [3850, 10], [3900, 7], [3950, 9], [4000, 9], [4050, 6], [4100, 7], [4150, 5], [4200, 5], [4250, 5], [4300, 3], [4350, 4], [4400, 2], [4450, 2], [4500, 5], [4550, 6], [4600, 4], [4650, 3], [4700, 2], [4750, 4], [4800, 2], [4850, 2], [4900, 3], [4950, 3], [5000, 2]]","[5, 2, 5, 1, 4, 0, 1, 1, 1, 0, 2, 4, 2, 6, 1, 6, 0, 0, 0, 1, 0, 4, 3, 3, 3, 5, 2, 3, 5, 0, 0, 0, 0, 3, 0, 4, 5, 6, 6, 4, 6, 0, 6, 6, 2, 3, 1]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.999, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.05037808418273926,7,0,"[[0, 27], [50, 30], [100, 23], [150, 30], [200, 22], [250, 24], [300, 29], [350, 33], [400, 38], [450, 38], [500, 31], [550, 35], [600, 31], [650, 38], [700, 33], [750, 24], [800, 18], [850, 28], [900, 35], [950, 31], [1000, 28], [1050, 39], [1100, 35], [1150, 26], [1200, 33], [1250, 36], [1300, 26], [1350, 30], [1400, 28], [1450, 26], [1500, 40], [1550, 40], [1600, 24], [1650, 30], [1700, 41], [1750, 36], [1800, 32], [1850, 31], [1900, 30], [1950, 33], [2000, 26], [2050, 28], [2100, 23], [2150, 27], [2200, 19], [2250, 29], [2300, 27], [2350, 25], [2400, 27], [2450, 18], [2500, 30], [2550, 28], [2600, 30], [2650, 39], [2700, 29], [2750, 32], [2800, 17], [2850, 19], [2900, 23], [2950, 15], [3000, 19], [3050, 22], [3100, 15], [3150, 25], [3200, 18], [3250, 18], [3300, 19], [3350, 16], [3400, 19], [3450, 25], [3500, 11], [3550, 21], [3600, 16], [3650, 17], [3700, 12], [3750, 7], [3800, 10], [3850, 10], [3900, 10], [3950, 12], [4000, 7], [4050, 10], [4100, 5], [4150, 5], [4200, 8], [4250, 4], [4300, 3], [4350, 4], [4400, 5], [4450, 5], [4500, 6], [4550, 4], [4600, 4], [4650, 3], [4700, 4], [4750, 4], [4800, 3], [4850, 2], [4900, 3], [4950, 1], [5000, 1], [5050, 1]]","[5, 1, 5, 3, 4, 5, 0, 2, 2, 2, 1, 4, 0, 6, 0, 1, 0, 3, 0, 6, 0, 4, 5, 4, 3, 5, 3, 4, 6, 0, 3, 3, 2, 4, 6, 4, 3, 3, 0, 2, 2, 0, 0, 0, 3, 2, 1]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.07106733322143555,7,0,"[[0, 36], [50, 38], [100, 32], [150, 33], [200, 39], [250, 36], [300, 36], [350, 30], [400, 26], [450, 30], [500, 38], [550, 29], [600, 41], [650, 30], [700, 28], [750, 32], [800, 33], [850, 38], [900, 35], [950, 40], [1000, 20], [1050, 35], [1100, 29], [1150, 31], [1200, 31], [1250, 26], [1300, 29], [1350, 32], [1400, 26], [1450, 36], [1500, 41], [1550, 34], [1600, 31], [1650, 34], [1700, 35], [1750, 31], [1800, 31], [1850, 45], [1900, 32], [1950, 35], [2000, 34], [2050, 28], [2100, 28], [2150, 31], [2200, 23], [2250, 37], [2300, 36], [2350, 30], [2400, 40], [2450, 29], [2500, 26], [2550, 34], [2600, 21], [2650, 27], [2700, 24], [2750, 30], [2800, 34], [2850, 24], [2900, 32], [2950, 28], [3000, 26], [3050, 24], [3100, 24], [3150, 19], [3200, 19], [3250, 17], [3300, 29], [3350, 30], [3400, 26], [3450, 28], [3500, 41], [3550, 39], [3600, 33], [3650, 39], [3700, 30], [3750, 22], [3800, 19], [3850, 24], [3900, 22], [3950, 27], [4000, 26], [4050, 24], [4100, 27], [4150, 21], [4200, 23], [4250, 26], [4300, 12], [4350, 15], [4400, 21], [4450, 27], [4500, 22], [4550, 14], [4600, 24], [4650, 27], [4700, 26], [4750, 28], [4800, 20], [4850, 18], [4900, 16], [4950, 14], [5000, 12], [5050, 15], [5100, 9], [5150, 18], [5200, 14], [5250, 13], [5300, 14], [5350, 16], [5400, 10], [5450, 7], [5500, 7], [5550, 8], [5600, 9], [5650, 12], [5700, 10], [5750, 12], [5800, 7], [5850, 8], [5900, 9], [5950, 8], [6000, 8], [6050, 9], [6100, 5], [6150, 7], [6200, 6], [6250, 3], [6300, 5], [6350, 3], [6400, 2], [6450, 2], [6500, 3], [6550, 2], [6600, 5], [6650, 7], [6700, 4], [6750, 6], [6800, 5], [6850, 6], [6900, 5], [6950, 4], [7000, 2]]","[2, 3, 4, 0, 1, 1, 3, 4, 6, 3, 2, 5, 3, 6, 6, 3, 6, 5, 4, 6, 3, 0, 2, 1, 0, 4, 4, 5, 1, 1, 4, 4, 5, 0, 1, 0, 5, 4, 1, 6, 6, 4, 4, 6, 5, 1, 3]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 200000}",0.11623597145080566,7,0,"[[0, 48], [50, 42], [100, 40], [150, 40], [200, 26], [250, 30], [300, 28], [350, 34], [400, 38], [450, 34], [500, 33], [550, 19], [600, 35], [650, 29], [700, 37], [750, 27], [800, 30], [850, 24], [900, 37], [950, 21], [1000, 32], [1050, 35], [1100, 38], [1150, 31], [1200, 35], [1250, 33], [1300, 32], [1350, 14], [1400, 28], [1450, 26], [1500, 25], [1550, 36], [1600, 33], [1650, 35], [1700, 36], [1750, 32], [1800, 39], [1850, 35], [1900, 31], [1950, 30], [2000, 27], [2050, 30], [2100, 31], [2150, 31], [2200, 38], [2250, 31], [2300, 33], [2350, 28], [2400, 25], [2450, 32], [2500, 34], [2550, 29], [2600, 38], [2650, 40], [2700, 32], [2750, 29], [2800, 36], [2850, 29], [2900, 23], [2950, 28], [3000, 35], [3050, 27], [3100, 23], [3150, 23], [3200, 22], [3250, 26], [3300, 24], [3350, 22], [3400, 23], [3450, 31], [3500, 23], [3550, 22], [3600, 24], [3650, 24], [3700, 23], [3750, 32], [3800, 24], [3850, 24], [3900, 12], [3950, 20], [4000, 26], [4050, 25], [4100, 15], [4150, 16], [4200, 17], [4250, 19], [4300, 13], [4350, 18], [4400, 20], [4450, 17], [4500, 16], [4550, 17], [4600, 16], [4650, 21], [4700, 18], [4750, 22], [4800, 16], [4850, 15], [4900, 18], [4950, 17], [5000, 18], [5050, 15], [5100, 9], [5150, 8], [5200, 6], [5250, 9], [5300, 12], [5350, 12], [5400, 9], [5450, 9], [5500, 9], [5550, 12], [5600, 20], [5650, 11], [5700, 11], [5750, 7], [5800, 7], [5850, 9], [5900, 7], [5950, 11], [6000, 11], [6050, 9], [6100, 8], [6150, 5], [6200, 5], [6250, 5], [6300, 7], [6350, 5], [6400, 5], [6450, 1], [6500, 2], [6550, 3], [6600, 4], [6650, 2], [6700, 1], [6750, 2], [6800, 4], [6850, 5], [6900, 4], [6950, 4], [7000, 3], [7050, 3], [7100, 1], [7150, 1]]","[3, 2, 5, 0, 6, 5, 0, 5, 4, 4, 6, 3, 0, 5, 0, 2, 5, 0, 5, 5, 2, 2, 4, 1, 2, 3, 0, 3, 1, 1, 4, 1, 1, 1, 1, 0, 1, 2, 2, 1, 2, 0, 0, 1, 3, 4, 5]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9993, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 300000}",0.08102202415466309,7,0,"[[0, 31], [50, 36], [100, 29], [150, 41], [200, 35], [250, 30], [300, 24], [350, 27], [400, 39], [450, 38], [500, 32], [550, 37], [600, 33], [650, 36], [700, 36], [750, 29], [800, 31], [850, 31], [900, 30], [950, 29], [1000, 42], [1050, 37], [1100, 24], [1150, 35], [1200, 24], [1250, 35], [1300, 34], [1350, 28], [1400, 31], [1450, 28], [1500, 26], [1550, 26], [1600, 35], [1650, 33], [1700, 28], [1750, 23], [1800, 28], [1850, 24], [1900, 32], [1950, 27], [2000, 33], [2050, 35], [2100, 35], [2150, 32], [2200, 29], [2250, 32], [2300, 31], [2350, 33], [2400, 30], [2450, 28], [2500, 31], [2550, 29], [2600, 26], [2650, 34], [2700, 39], [2750, 31], [2800, 30], [2850, 28], [2900, 33], [2950, 27], [3000, 30], [3050, 22], [3100, 31], [3150, 27], [3200, 27], [3250, 32], [3300, 23], [3350, 22], [3400, 29], [3450, 30], [3500, 31], [3550, 17], [3600, 29], [3650, 36], [3700, 28], [3750, 28], [3800, 30], [3850, 32], [3900, 20], [3950, 25], [4000, 30], [4050, 27], [4100, 21], [4150, 21], [4200, 21], [4250, 17], [4300, 21], [4350, 27], [4400, 18], [4450, 19], [4500, 18], [4550, 17], [4600, 10], [4650, 29], [4700, 23], [4750, 11], [4800, 7], [4850, 14], [4900, 9], [4950, 13], [5000, 16], [5050, 17], [5100, 11], [5150, 19], [5200, 16], [5250, 13], [5300, 9], [5350, 12], [5400, 11], [5450, 9], [5500, 5], [5550, 8], [5600, 10], [5650, 7], [5700, 10], [5750, 10], [5800, 10], [5850, 5], [5900, 4], [5950, 8], [6000, 3], [6050, 5], [6100, 5], [6150, 5], [6200, 4], [6250, 3], [6300, 5], [6350, 4], [6400, 3], [6450, 3], [6500, 1], [6550, 3], [6600, 2], [6650, 2], [6700, 3], [6750, 2], [6800, 3], [6850, 4], [6900, 3], [6950, 3], [7000, 2], [7050, 2], [7100, 2], [7150, 2], [7200, 1], [7250, 2], [7300, 2], [7350, 2]]","[4, 6, 4, 0, 2, 4, 1, 1, 1, 2, 6, 3, 5, 5, 0, 2, 5, 2, 5, 0, 2, 3, 6, 4, 2, 4, 1, 3, 1, 2, 1, 1, 2, 3, 2, 3, 5, 1, 2, 1, 1, 0, 3, 5, 5, 4, 6]"
"{'filename': 'myciel5.col', 'INITIAL_TEMPERATURE': 40.0, 'COOLING_RATE': 0.9995, 'MIN_TEMPERATURE': 0.01, 'MAX_ITERATIONS': 100000}",0.0922098159790039,7,0,"[[0, 36], [50, 34], [100, 32], [150, 28], [200, 33], [250, 41], [300, 28], [350, 27], [400, 27], [450, 30], [500, 39], [550, 38], [600, 36], [650, 34], [700, 27], [750, 24], [800, 30], [850, 36], [900, 36], [950, 34], [1000, 25], [1050, 33], [1100, 25], [1150, 26], [1200, 32], [1250, 36], [1300, 30], [1350, 40], [1400, 38], [1450, 32], [1500, 24], [1550, 28], [1600, 25], [1650, 22], [1700, 22], [1750, 28], [1800, 33], [1850, 32], [1900, 43], [1950, 34], [2000, 41], [2050, 29], [2100, 31], [2150, 28], [2200, 49], [2250, 29], [2300, 32], [2350, 43], [2400, 35], [2450, 33], [2500, 42], [2550, 40], [2600, 30], [2650, 29], [2700, 27], [2750, 40], [2800, 33], [2850, 22], [2900, 26], [2950, 36], [3000, 29], [3050, 21], [3100, 28], [3150, 36], [3200, 27], [3250, 28], [3300, 26], [3350, 26], [3400, 33], [3450, 26], [3500, 32], [3550, 30], [3600, 37], [3650, 23], [3700, 27], [3750, 24], [3800, 28], [3850, 33], [3900, 33], [3950, 36], [4000, 24], [4050, 26], [4100, 31], [4150, 31], [4200, 16], [4250, 34], [4300, 31], [4350, 26], [4400, 29], [4450, 26], [4500, 30], [4550, 25], [4600, 28], [4650, 24], [4700, 32], [4750, 23], [4800, 24], [4850, 24], [4900, 31], [4950, 23], [5000, 26], [5050, 28], [5100, 30], [5150, 35], [5200, 25], [5250, 29], [5300, 19], [5350, 20], [5400, 24], [5450, 14], [5500, 18], [5550, 18], [5600, 19], [5650, 20], [5700, 26], [5750, 22], [5800, 20], [5850, 24], [5900, 20], [5950, 23], [6000, 25], [6050, 29], [6100, 21], [6150, 19], [6200, 16], [6250, 15], [6300, 11], [6350, 17], [6400, 18], [6450, 18], [6500, 14], [6550, 12], [6600, 14], [6650, 16], [6700, 22], [6750, 25], [6800, 28], [6850, 17], [6900, 17], [6950, 11], [7000, 20], [7050, 20], [7100, 14], [7150, 12], [7200, 14], [7250, 15], [7300, 11], [7350, 8], [7400, 13], [7450, 18], [7500, 17], [7550, 13], [7600, 7], [7650, 7], [7700, 9], [7750, 7], [7800, 5], [7850, 8], [7900, 7], [7950, 3], [8000, 13], [8050, 7], [8100, 9], [8150, 14], [8200, 10], [8250, 9], [8300, 8], [8350, 8], [8400, 8], [8450, 6], [8500, 5], [8550, 5], [8600, 5], [8650, 6], [8700, 7], [8750, 7], [8800, 3], [8850, 3], [8900, 2]]","[0, 5, 3, 3, 0, 0, 4, 4, 4, 5, 3, 6, 2, 6, 4, 6, 4, 6, 6, 6, 6, 6, 5, 1, 1, 1, 1, 2, 1, 1, 4, 4, 2, 1, 6, 1, 3, 6, 2, 2, 2, 1, 1, 4, 2, 1, 0]"
